timestamp,lpx,lpy,lpz,lrx,lry,lrz,lrw,rpx,rpy,rpz,rrx,rry,rrz,rrw
2020-05-01T18:44:39.800Z,0.279463529586792,0.7990174889564514,0.41163912415504456,-0.42208734154701233,0.27935633063316345,-0.459969162940979,0.7295414805412292,0.35401082038879395,0.6565006971359253,0.07391773909330368,0.22094140946865082,-0.6079810261726379,0.7356505393981934,0.2009035348892212
2020-05-01T18:44:39.801Z,0.2795373797416687,0.7988641858100891,0.411867618560791,-0.4215906858444214,0.27963244915008545,-0.4597105085849762,0.7298857569694519,0.35401082038879395,0.6565006971359253,0.07391765713691711,0.22094129025936127,-0.6079814434051514,0.7356504201889038,0.20090331137180328
2020-05-01T18:44:39.802Z,0.2794509530067444,0.7987040281295776,0.41215136647224426,-0.4209560751914978,0.27991074323654175,-0.45928648114204407,0.7304122447967529,0.35401082038879395,0.6565006971359253,0.07391773909330368,0.22094140946865082,-0.6079810261726379,0.7356505393981934,0.2009035348892212
2020-05-01T18:44:39.803Z,0.27902039885520935,0.7985529899597168,0.4124455749988556,-0.42056038975715637,0.2801893353462219,-0.45893996953964233,0.7307509779930115,0.35401079058647156,0.6565006971359253,0.07391766458749771,0.22094139456748962,-0.6079813241958618,0.7356503009796143,0.2009037733078003
2020-05-01T18:44:39.804Z,0.27866896986961365,0.7983800172805786,0.41271528601646423,-0.42022109031677246,0.2803793251514435,-0.45875084400177,0.7309921383857727,0.35401076078414917,0.6565005779266357,0.07391735166311264,0.22094210982322693,-0.6079822778701782,0.7356491684913635,0.20090427994728088
2020-05-01T18:44:39.805Z,0.27870720624923706,0.7983343601226807,0.41280800104141235,-0.41992875933647156,0.28055310249328613,-0.45862674713134766,0.7311713099479675,0.3540109097957611,0.6565006971359253,0.0739176794886589,0.2209419459104538,-0.6079810261726379,0.7356504201889038,0.20090359449386597
2020-05-01T18:44:39.818Z,0.27823561429977417,0.7982627153396606,0.4129749536514282,-0.4198325276374817,0.28069204092025757,-0.45860594511032104,0.7311861515045166,0.3540107011795044,0.6565006375312805,0.07391764968633652,0.2209414541721344,-0.6079812049865723,0.7356500625610352,0.20090480148792267
2020-05-01T18:44:39.832Z,0.27747708559036255,0.7982177734375,0.4132020175457001,-0.41990259289741516,0.28062278032302856,-0.4586499333381653,0.7311449646949768,0.35401082038879395,0.6565006971359253,0.07391773164272308,0.22094126045703888,-0.6079810857772827,0.7356505990028381,0.2009032964706421
2020-05-01T18:44:39.848Z,0.27696293592453003,0.7982766628265381,0.4132729768753052,-0.4201430678367615,0.28054332733154297,-0.4587414562702179,0.7309799194335938,0.35401082038879395,0.6565006971359253,0.07391773164272308,0.22094126045703888,-0.6079810857772827,0.7356505990028381,0.2009032964706421
2020-05-01T18:44:39.860Z,0.2764195203781128,0.7983344197273254,0.4133570194244385,-0.420362263917923,0.28044211864471436,-0.45880889892578125,0.730850338935852,0.35401082038879395,0.6565006971359253,0.07391773909330368,0.22094140946865082,-0.6079810261726379,0.7356505393981934,0.2009035348892212
2020-05-01T18:44:39.875Z,0.27618592977523804,0.7984375357627869,0.4133935570716858,-0.4206182360649109,0.280276894569397,-0.45891687273979187,0.7306985855102539,0.35401085019111633,0.6565006375312805,0.07391756027936935,0.2209419459104538,-0.6079815030097961,0.7356499433517456,0.20090383291244507
2020-05-01T18:44:39.888Z,0.27586960792541504,0.7985671162605286,0.41330647468566895,-0.42090028524398804,0.2800966799259186,-0.4590699374675751,0.7305092215538025,0.35401079058647156,0.6565006971359253,0.07391776144504547,0.22094100713729858,-0.6079810857772827,0.7356507182121277,0.2009032666683197
2020-05-01T18:44:39.901Z,0.27538132667541504,0.798701286315918,0.41322359442710876,-0.42126530408859253,0.2798922061920166,-0.4591405689716339,0.7303327322006226,0.3540109097957611,0.6565006971359253,0.0739176794886589,0.22094197571277618,-0.6079809665679932,0.7356504201889038,0.20090360939502716
2020-05-01T18:44:39.915Z,0.2751331925392151,0.7988457083702087,0.4131242036819458,-0.4216073155403137,0.27965545654296875,-0.45932483673095703,0.7301101088523865,0.3540109395980835,0.6565006971359253,0.07391767203807831,0.22094181180000305,-0.6079811453819275,0.7356504797935486,0.20090308785438538
2020-05-01T18:44:39.930Z,0.27455809712409973,0.798994779586792,0.41301393508911133,-0.42174333333969116,0.2795591950416565,-0.4592752754688263,0.7300996780395508,0.3540109097957611,0.6565006971359253,0.0739176794886589,0.22094197571277618,-0.6079809665679932,0.7356504201889038,0.20090360939502716
2020-05-01T18:44:39.943Z,0.27402958273887634,0.7991397380828857,0.41290244460105896,-0.42187297344207764,0.2794719934463501,-0.45929136872291565,0.7300480604171753,0.3540107309818268,0.6565006971359253,0.0739177018404007,0.22094085812568665,-0.6079814434051514,0.7356504797935486,0.20090335607528687
2020-05-01T18:44:39.958Z,0.27384501695632935,0.799292802810669,0.4128078818321228,-0.4219813346862793,0.27940380573272705,-0.4592238664627075,0.7300541400909424,0.35401082038879395,0.6565006971359253,0.07391765713691711,0.22094129025936127,-0.6079814434051514,0.7356504201889038,0.20090331137180328
2020-05-01T18:44:39.971Z,0.27328282594680786,0.7994822263717651,0.4127464294433594,-0.42190855741500854,0.2794211506843567,-0.45915091037750244,0.7301351428031921,0.3540108799934387,0.6565006971359253,0.07391770929098129,0.22094130516052246,-0.6079812049865723,0.7356505393981934,0.2009027898311615
2020-05-01T18:44:39.986Z,0.2728661894798279,0.7996566891670227,0.41268181800842285,-0.42188388109207153,0.2794289290904999,-0.4590880572795868,0.7301861047744751,0.3540108799934387,0.6565006375312805,0.07391755282878876,0.22094181180000305,-0.6079816222190857,0.7356500029563904,0.20090320706367493
2020-05-01T18:44:40.002Z,0.27263662219047546,0.7998626232147217,0.4125843346118927,-0.42178720235824585,0.279466450214386,-0.4590127766132355,0.7302748560905457,0.3540109097957611,0.6565006971359253,0.0739176794886589,0.220941960811615,-0.6079809665679932,0.7356504201889038,0.20090360939502716
2020-05-01T18:44:40.012Z,0.2722263038158417,0.8001154661178589,0.41244661808013916,-0.4216601252555847,0.27957218885421753,-0.45886579155921936,0.730400025844574,0.35401082038879395,0.6565006971359253,0.07391773909330368,0.22094140946865082,-0.6079810261726379,0.7356505393981934,0.2009035348892212
2020-05-01T18:44:40.028Z,0.2719467282295227,0.8003066182136536,0.4123494625091553,-0.4215349555015564,0.2796153426170349,-0.45877158641815186,0.7305151224136353,0.35401079058647156,0.6565006971359253,0.07391776889562607,0.22094100713729858,-0.6079810857772827,0.7356507182121277,0.2009032964706421
2020-05-01T18:44:40.040Z,0.2715647220611572,0.8005710244178772,0.41218867897987366,-0.42138051986694336,0.27972763776779175,-0.45866918563842773,0.7306255102157593,0.3540107011795044,0.6565005779266357,0.07391748577356339,0.22094114124774933,-0.6079821586608887,0.7356497049331665,0.2009035050868988
2020-05-01T18:44:40.055Z,0.27107372879981995,0.8008634448051453,0.41201263666152954,-0.4212850034236908,0.27981019020080566,-0.45859867334365845,0.7306931018829346,0.35401079058647156,0.6565006971359253,0.07391767203807831,0.22094126045703888,-0.6079813838005066,0.7356504201889038,0.2009032964706421
